일시,최저기온(°C),최고기온(°C),강수량,최대 풍속(m/s),최다풍향,평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa),총거래금액(원)
2021-01-05,-7.5,0.6,0.0,9.5,290.0,-14.1,45.5,1001.0,293874700
2021-01-06,-12.3,-2.9,0.0,7.7,290.0,-17.5,47.6,996.3,242618500
2021-01-07,-14.4,-6.5,0.9,11.7,290.0,-24.5,36.6,995.5,277390400
2021-01-08,-17.0,-9.4,0.72,9.0,290.0,-23.6,40.8,995.0,169905300
2021-01-09,-15.0,-7.2,0.54,8.0,290.0,-21.3,41.9,995.7,49173200
2021-01-11,-14.0,-3.6,0.18,2.8,160.0,-13.9,66.0,999.4,254978100
2021-01-12,-14.6,2.1,0.0,4.1,160.0,-11.1,66.9,991.9,195314700
2021-01-13,-4.6,8.6,0.02,5.9,270.0,-3.4,67.0,990.1,423263400
2021-01-14,-3.4,9.3,0.04,7.1,320.0,-8.8,49.5,996.4,297372700
2021-01-15,-4.5,11.4,0.06,8.9,290.0,-3.4,65.0,991.3,480882900
2021-01-16,-5.9,4.1,0.08,7.1,290.0,-9.6,56.3,996.6,142284100
2021-01-18,-10.6,0.7,5.0,10.5,290.0,-9.3,74.4,994.3,500828700
2021-01-19,-15.6,-1.1,4.0,3.6,320.0,-15.5,58.9,1005.0,351381100
2021-01-20,-14.4,4.1,3.0,3.1,320.0,-11.5,67.0,1004.7,506052700
2021-01-21,-8.9,7.1,2.0,2.9,320.0,-4.8,76.6,998.7,524510100
2021-01-22,1.9,11.0,0.6,2.7,320.0,4.1,92.6,994.2,564541400
2021-01-23,1.5,9.4,1.075,5.7,140.0,2.3,84.1,995.9,304396100
2021-01-25,-2.6,10.4,2.025,3.5,320.0,-0.5,82.1,1002.0,920383500
2021-01-26,0.1,6.4,2.5,5.9,290.0,2.1,87.0,994.0,862665200
2021-01-27,-2.4,7.4,1.4,6.7,290.0,-6.5,53.0,996.1,688170400
2021-01-28,-8.1,3.9,0.3,11.9,290.0,-9.7,63.3,989.1,767645600
2021-01-29,-11.2,-3.9,2.0,11.0,290.0,-20.9,34.1,996.8,588253000
2021-01-30,-10.3,5.0,3.7,8.2,290.0,-11.5,49.3,999.5,464593300
2021-02-01,-1.7,8.0,7.1,8.3,290.0,1.3,88.9,990.7,1036114600
2021-02-02,-5.6,3.2,3.55,9.9,290.0,-16.2,39.4,996.2,834283200
2021-02-03,-8.3,1.0,0.0,7.8,290.0,-14.7,46.0,998.5,676509500
2021-02-04,-4.1,1.2,0.4,9.6,290.0,-13.6,43.0,998.0,735927720
2021-02-05,-7.4,6.6,0.39,6.4,160.0,-9.3,49.6,995.4,442828700
2021-02-06,-3.1,11.0,0.38,6.3,180.0,-3.5,61.5,990.2,310320000
2021-02-08,-4.2,1.1,0.36,8.5,290.0,-14.4,39.5,998.9,469250800
2021-02-09,-5.8,3.9,0.35,8.3,290.0,-12.9,39.9,1000.7,78036800
2021-02-10,-5.5,6.2,0.34,8.2,290.0,-4.7,62.1,999.0,146826200
2021-02-15,-3.8,8.5,0.3,11.9,320.0,-3.6,65.8,982.9,36712300
2021-02-16,-7.8,-1.9,0.1,10.1,290.0,-12.9,52.8,988.5,51031000
2021-02-17,-10.1,-5.3,0.0916666667,10.3,290.0,-18.1,45.4,988.6,89298400
2021-02-18,-10.8,-2.5,0.0833333333,8.5,290.0,-16.5,45.4,994.0,40086200
2021-02-19,-7.9,8.5,0.075,9.3,320.0,-7.4,55.8,990.8,75858600
2021-02-20,-0.9,15.0,0.0666666667,10.0,320.0,-2.5,56.5,984.6,51874000
2021-02-22,2.8,17.8,0.05,9.3,290.0,-1.0,47.0,987.4,210368300
2021-02-23,-1.4,7.0,0.0416666667,7.3,290.0,-14.0,29.6,997.6,359831100
2021-02-24,-3.5,10.6,0.0333333333,3.6,160.0,-8.0,49.8,999.6,238156400
2021-02-25,-3.8,9.0,0.025,2.6,320.0,-1.7,73.3,998.5,128819200
2021-02-26,-1.6,12.4,0.0166666667,5.3,320.0,-2.9,62.3,999.1,81821300
2021-02-27,-1.5,9.5,0.00833333333,5.7,320.0,-2.3,68.3,1005.4,17258800
2021-03-01,0.4,10.2,77.0,2.9,160.0,5.3,96.4,990.4,135465300
2021-03-02,-1.6,4.9,3.1,4.6,290.0,-1.6,81.0,998.2,122458900
2021-03-03,-3.1,7.0,2.05,2.9,140.0,-1.8,81.9,1004.2,160930900
2021-03-04,-1.7,9.3,1.0,4.6,160.0,1.0,84.3,999.5,144418000
2021-03-05,0.2,16.2,2.35,5.6,320.0,3.0,78.1,994.9,186081600
2021-03-06,1.7,10.2,3.7,4.1,110.0,-0.6,72.0,1003.0,48073000
2021-03-08,-1.9,13.4,6.4,4.4,160.0,-1.5,70.0,1001.6,262225000
2021-03-09,-0.2,13.9,7.75,7.5,290.0,-1.4,58.9,999.1,165918800
2021-03-10,-1.6,14.9,9.1,8.1,160.0,-1.3,61.6,1003.2,164396800
2021-03-11,-1.6,17.1,10.45,3.7,160.0,-0.1,63.1,1000.6,154650700
2021-03-12,5.2,9.2,11.8,2.8,290.0,4.3,81.8,996.3,115420300
2021-03-13,-0.2,15.1,8.85,5.4,290.0,2.0,69.0,995.3,26240000
2021-03-15,0.0,16.9,2.95,4.9,320.0,1.7,62.1,991.1,229930300
2021-03-16,7.2,16.0,0.0,9.5,290.0,-0.1,49.6,988.1,181787200
2021-03-17,-0.7,16.7,0.575,4.0,140.0,-0.2,59.9,994.1,160743700
2021-03-18,2.8,14.8,1.15,2.7,160.0,3.6,71.1,996.3,139906500
2021-03-19,5.9,15.2,1.725,4.8,160.0,3.1,63.8,996.2,121307300
2021-03-20,4.1,10.0,2.3,4.9,320.0,6.5,93.4,988.5,48286400
2021-03-22,1.5,10.5,7.05,8.6,290.0,-6.8,41.6,993.7,182000400
2021-03-23,-1.2,17.0,14.1,7.6,290.0,-3.6,43.5,995.1,143350900
2021-03-24,5.0,17.7,21.15,5.8,290.0,-3.0,38.6,994.8,143356100
2021-03-25,4.3,19.8,28.2,7.2,320.0,0.0,43.3,995.1,143639700
2021-03-26,2.0,21.7,35.25,3.8,160.0,-1.7,43.8,996.0,143866400
2021-03-27,5.0,16.2,42.3,2.7,320.0,6.2,80.5,988.3,17262200
2021-03-29,7.4,15.6,14.21666667,9.6,290.0,-0.4,46.3,981.8,179426300
2021-03-30,5.6,18.8,21.73333333,6.1,290.0,-4.3,33.1,986.7,118234200
2021-03-31,0.9,21.6,29.25,3.1,320.0,-0.3,51.5,990.3,129715300
2021-04-01,3.1,19.9,36.76666667,5.1,320.0,0.3,51.6,996.8,218354400
2021-04-02,5.4,20.4,44.28333333,3.7,140.0,4.8,55.8,996.8,91982000
2021-04-03,11.0,17.2,51.8,2.8,180.0,10.8,87.1,989.4,27778800
2021-04-05,-0.5,17.2,17.975,2.7,320.0,-0.9,61.3,997.1,179215100
2021-04-06,2.6,19.4,21.15,8.4,290.0,0.0,50.1,994.1,145869800
2021-04-07,4.9,20.5,24.325,7.9,290.0,-0.2,41.4,993.3,185121800
2021-04-08,7.8,18.2,27.5,7.0,320.0,-1.0,39.5,992.3,113017100
2021-04-09,1.8,13.6,30.675,5.3,320.0,1.0,64.6,1001.3,105290300
2021-04-10,-0.2,17.2,33.85,3.7,320.0,1.2,64.6,1005.9,13030600
2021-04-12,7.6,14.0,40.2,2.3,320.0,6.3,79.5,995.5,151658200
2021-04-13,6.2,16.2,6.0,9.6,290.0,5.8,71.8,986.0,107040400
2021-04-14,4.1,14.7,4.1,8.6,290.0,-3.4,43.6,992.4,165420600
2021-04-15,0.9,16.9,2.2,6.3,160.0,-1.6,52.0,993.7,116852000
2021-04-16,3.8,16.5,0.3,6.2,320.0,4.7,70.0,991.5,122242800
2021-04-17,3.4,15.3,0.0,10.4,320.0,0.0,55.5,988.7,29259100
2021-04-19,4.4,20.1,0.0,9.5,290.0,0.0,39.4,991.1,268987200
2021-04-20,8.0,26.3,0.0,8.2,140.0,1.9,38.8,994.8,163617400
2021-04-21,6.9,27.3,0.0,3.6,320.0,5.2,51.8,997.1,196611300
2021-04-22,12.1,26.9,0.0,5.1,140.0,5.0,47.0,995.8,100506100
2021-04-23,10.0,17.8,0.0,3.7,320.0,2.0,45.1,996.9,93646900
2021-04-24,8.1,22.8,0.0,4.7,160.0,3.0,49.1,995.2,20004500
2021-04-26,1.3,19.7,0.0,3.9,320.0,0.7,54.9,997.4,104367200
2021-04-27,6.8,20.3,0.0,4.8,160.0,6.0,60.9,993.3,120727100
2021-04-28,9.8,20.1,0.0,7.7,320.0,3.3,48.1,990.8,171984900
2021-04-29,9.2,19.5,0.0,5.8,320.0,4.7,52.5,982.0,31570200
2021-04-30,8.8,15.3,5.7,8.2,320.0,6.7,75.3,979.4,136013800
2021-05-01,7.7,11.4,6.8,7.7,320.0,6.6,85.0,979.9,15836000
2021-05-03,3.7,21.9,11.45,7.4,320.0,3.2,55.9,992.5,163373700
2021-05-04,8.0,17.4,22.1,2.5,110.0,10.0,81.1,986.8,193692700
2021-05-05,11.0,19.1,2.9,10.4,290.0,1.9,45.8,986.5,124924300
2021-05-06,3.2,21.9,2.55,5.3,110.0,3.4,54.0,991.6,124400300
2021-05-07,6.3,19.1,2.2,9.2,320.0,5.0,60.4,982.3,128565900
2021-05-08,4.8,23.1,6.9,7.9,250.0,4.8,54.5,979.7,17007000
2021-05-10,6.8,13.6,16.3,5.6,290.0,8.1,90.8,989.8,275072100
2021-05-11,8.1,21.1,0.1,4.2,160.0,7.8,71.4,991.5,203856100
2021-05-12,7.0,23.6,0.4,3.2,320.0,5.2,55.5,989.7,227016200
2021-05-13,8.4,28.4,0.7,3.1,320.0,10.9,67.0,987.6,94766200
2021-05-14,11.9,28.3,1.0,3.5,320.0,14.0,70.8,987.9,107612000
2021-05-15,16.6,20.4,1.3,1.9,320.0,17.5,93.9,984.0,12815000
2021-05-17,14.1,16.1,9.8,2.8,140.0,14.8,99.3,982.4,112135100
2021-05-18,13.8,22.2,7.4,4.3,140.0,14.5,87.0,985.8,84679300
2021-05-19,12.6,27.3,5.0,5.0,140.0,11.9,69.6,987.0,43722500
2021-05-20,14.0,19.4,2.6,5.4,320.0,12.7,81.1,981.9,40710100
2021-05-21,12.3,17.6,0.8,5.0,160.0,13.5,91.6,980.6,38913800
2021-05-22,10.3,23.7,1.2,7.1,290.0,12.5,69.4,985.1,3321000
2021-05-24,16.2,24.2,2.0,6.6,290.0,9.5,53.5,982.7,83616100
2021-05-25,8.3,19.1,2.4,9.7,320.0,6.7,68.3,982.5,86170300
2021-05-26,6.2,20.9,2.6,2.5,320.0,8.5,74.3,984.8,81392500
2021-05-27,11.4,19.8,2.8,6.5,320.0,11.7,83.8,977.9,104038900
2021-05-28,8.3,17.9,14.1,8.5,290.0,10.9,91.1,977.5,69970700
2021-05-29,11.2,22.2,0.0,8.6,290.0,9.8,68.3,981.6,5407200
2021-05-31,13.4,23.5,3.4,2.8,320.0,14.7,83.0,988.2,154596400
2021-06-01,13.7,26.4,10.8,4.4,320.0,15.1,77.1,990.4,117995900
2021-06-02,15.2,28.6,18.2,3.7,320.0,14.5,68.5,989.1,152168400
2021-06-03,13.9,19.7,25.6,3.2,320.0,16.0,94.9,980.9,128309200
2021-06-04,12.2,23.8,0.0,7.2,320.0,11.0,67.3,977.2,180188000
2021-06-05,9.4,27.1,0.05,3.5,320.0,11.5,66.5,977.6,15244400
2021-06-07,13.7,27.4,0.05,4.6,320.0,14.5,73.1,989.6,175575100
2021-06-08,16.5,29.4,0.0,2.8,160.0,15.8,68.5,991.4,119086200
2021-06-09,16.7,29.8,0.3,2.7,140.0,17.5,74.0,991.9,96502600
2021-06-10,17.0,28.3,0.6,2.9,160.0,16.4,71.5,989.4,111124000
2021-06-11,18.4,25.2,22.0,3.5,50.0,19.4,92.1,986.9,78711000
2021-06-12,16.1,29.6,16.775,2.6,180.0,18.6,80.1,988.0,12668100
2021-06-14,17.6,28.0,6.325,3.2,160.0,18.0,76.8,982.8,67904000
2021-06-15,18.7,22.7,1.1,2.8,320.0,17.9,87.3,982.0,49314500
2021-06-16,15.7,26.5,0.0,4.7,140.0,16.3,78.3,982.5,39370200
2021-06-17,14.9,21.3,0.0,2.2,320.0,15.7,85.4,983.2,73833800
2021-06-18,17.0,22.9,0.3,6.6,320.0,17.9,88.4,977.6,61802400
2021-06-19,15.5,29.0,0.15,4.8,70.0,15.2,66.1,976.8,16966000
2021-06-21,15.8,28.0,0.0,5.3,290.0,15.4,65.6,980.5,82052600
2021-06-22,16.9,21.9,13.1,3.1,140.0,16.6,89.0,985.9,100029400
2021-06-23,15.8,21.4,1.5,2.3,160.0,15.8,85.5,987.9,66575300
2021-06-24,15.7,26.6,0.75,3.7,320.0,17.1,80.0,987.7,65931500
2021-06-25,17.1,28.5,0.0,3.5,320.0,17.9,79.9,986.9,63177400
2021-06-26,18.3,25.8,7.4,4.6,320.0,18.3,86.4,986.9,4106000
2021-06-28,17.7,26.6,2.1,3.7,290.0,18.1,88.4,982.6,116320800
2021-06-29,16.6,28.0,1.1,2.5,160.0,17.9,78.0,982.4,99284200
2021-06-30,19.6,26.1,0.1,2.5,320.0,19.5,87.4,984.0,91277400
2021-07-01,18.9,30.1,18.93333333,3.6,140.0,19.6,77.1,983.6,113147400
2021-07-02,18.1,28.2,37.76666667,3.3,320.0,18.4,79.5,986.4,53735300
2021-07-03,18.0,23.4,56.6,4.4,110.0,18.8,90.9,985.2,21325200
2021-07-05,20.9,25.8,1.2,6.1,140.0,19.3,80.8,985.9,117714500
2021-07-06,20.5,26.9,1.7,3.3,160.0,22.0,93.5,983.6,55704300
2021-07-07,20.7,25.9,58.5,2.0,160.0,22.2,94.5,984.2,55714700
2021-07-08,20.3,27.9,67.2,2.8,160.0,21.6,88.4,982.2,48758700
2021-07-09,19.8,26.8,33.2,2.8,160.0,21.1,91.0,982.2,43042500
2021-07-12,19.8,32.3,0.0,4.3,290.0,22.0,85.3,986.9,80675000
2021-07-13,21.8,32.0,0.1,3.4,160.0,22.9,82.8,987.3,43271600
2021-07-14,22.3,32.3,0.2,3.1,320.0,23.7,84.9,989.2,60804700
2021-07-15,21.0,32.6,0.3,5.0,320.0,23.0,90.0,991.6,33562900
2021-07-16,20.5,32.4,0.15,3.8,160.0,21.7,83.0,991.6,49330800
2021-07-17,20.6,29.8,0.0,4.6,140.0,21.3,80.9,989.6,15114800
2021-07-19,21.2,30.6,0.0,2.5,140.0,21.9,82.6,990.3,128636100
2021-07-20,22.5,31.4,0.0,2.6,320.0,22.2,81.1,991.4,80212600
2021-07-21,20.1,33.8,0.0428571429,3.1,340.0,20.6,75.4,990.4,99649900
2021-07-22,19.5,32.9,0.0857142857,3.6,320.0,21.1,77.3,988.7,148115600
2021-07-23,20.3,33.4,0.128571429,3.2,160.0,21.0,74.8,986.9,127130400
2021-07-24,20.0,33.2,0.171428571,2.6,320.0,20.7,75.4,985.9,31980400
2021-07-26,20.2,33.4,0.257142857,2.8,320.0,20.8,75.5,982.5,192159900
2021-07-27,20.2,33.6,0.3,3.7,160.0,21.4,78.1,980.6,109402400
2021-07-28,20.9,34.0,0.325,4.3,140.0,21.1,74.0,980.2,180987000
2021-07-29,20.9,33.7,0.35,3.0,320.0,21.8,77.0,978.9,168071900
2021-07-30,21.8,32.8,0.375,2.8,340.0,22.7,80.8,977.8,226523200
2021-07-31,22.6,34.1,0.4,3.5,160.0,23.1,82.1,977.5,30839200
2021-08-02,22.6,29.9,9.7,5.8,290.0,23.5,89.5,980.5,182716200
2021-08-03,22.5,31.5,0.0,3.1,160.0,23.4,87.0,984.7,143997000
2021-08-04,22.6,32.9,0.0,5.3,320.0,23.6,82.6,985.5,141264700
2021-08-05,22.4,33.7,0.0,4.1,320.0,23.4,81.4,982.8,188139100
2021-08-06,22.8,34.4,0.0,6.0,160.0,22.8,78.4,980.3,135740200
2021-08-07,22.0,33.0,0.0,5.3,320.0,22.3,77.4,979.8,27193200
2021-08-09,19.9,30.9,0.0,6.0,320.0,18.5,69.0,979.7,312535300
2021-08-10,18.8,26.5,2.2,2.4,290.0,19.6,85.8,985.7,217244400
2021-08-11,20.1,30.8,1.675,3.6,320.0,20.5,80.4,987.2,205932600
2021-08-12,20.3,30.6,1.15,4.2,140.0,20.8,82.3,986.7,225794900
2021-08-13,19.9,28.7,0.625,2.6,320.0,20.1,83.0,983.4,124469300
2021-08-14,18.0,26.9,0.1,2.5,320.0,19.2,84.9,984.5,89203300
2021-08-16,17.9,27.4,1.15,3.3,290.0,18.1,78.4,991.6,347055700
2021-08-17,16.8,28.1,1.7,3.1,320.0,18.2,79.9,986.4,201900300
2021-08-18,17.7,27.2,0.0,3.0,320.0,18.0,77.1,986.7,210948800
2021-08-19,17.5,27.9,0.0,3.1,320.0,17.3,75.8,988.3,181062200
2021-08-20,18.4,29.2,29.55,2.7,320.0,19.2,79.6,989.4,244329000
2021-08-21,20.8,23.3,59.1,2.7,180.0,21.5,97.5,982.1,144304300
2021-08-23,18.3,22.5,41.6,2.4,320.0,19.5,97.5,986.7,323741300
2021-08-24,19.8,24.8,54.9,3.1,320.0,21.8,99.4,978.0,235422700
2021-08-25,19.5,23.8,50.3,2.8,160.0,20.8,99.4,983.9,187648500
2021-08-26,18.9,27.7,0.0,2.1,160.0,20.8,93.1,989.1,124608500
2021-08-27,18.8,22.7,6.9,3.4,320.0,20.3,99.3,989.1,255303800
2021-08-28,17.3,28.1,7.95,5.0,320.0,18.0,84.5,990.0,238353600
2021-08-30,16.9,25.2,0.0,3.0,320.0,17.9,88.5,992.1,572958700
2021-08-31,17.8,24.6,15.1,2.1,290.0,18.9,93.0,991.6,474358800
2021-09-01,18.0,21.1,111.0,3.2,320.0,19.2,99.8,986.6,439041900
2021-09-02,17.1,23.8,0.0,2.3,160.0,17.7,86.5,987.2,431157900
2021-09-03,15.7,25.9,0.0,2.8,320.0,16.8,82.5,986.6,524162000
2021-09-04,13.3,25.4,0.133333333,3.3,320.0,15.6,83.1,991.9,363272900
2021-09-06,15.0,25.3,0.4,4.9,320.0,15.6,79.5,994.3,789570900
2021-09-07,17.1,19.6,30.3,2.5,320.0,18.4,100.0,986.3,599983200
2021-09-08,16.2,26.6,26.93333333,5.9,290.0,18.2,86.9,986.0,752196000
2021-09-09,14.2,26.5,23.56666667,2.3,320.0,16.9,87.3,990.3,792163200
2021-09-10,16.0,26.1,20.2,2.6,320.0,18.4,89.9,989.6,857296200
2021-09-11,17.5,28.3,16.83333333,2.6,160.0,18.8,87.9,989.0,837868800
2021-09-13,15.6,25.0,10.1,3.2,320.0,17.3,83.9,994.5,868177200
2021-09-14,13.5,24.4,6.733333333,4.2,320.0,14.8,81.6,993.2,722697100
2021-09-15,13.4,26.3,3.366666667,4.8,320.0,14.2,77.9,993.3,773205000
2021-09-16,12.6,25.2,0.0,4.0,320.0,15.0,78.5,990.2,685956800
2021-09-17,13.9,19.8,20.2,3.5,320.0,17.1,97.5,986.5,519121700
2021-09-18,11.5,25.6,18.925,2.8,320.0,15.5,88.1,991.0,275698300
2021-09-20,14.5,26.2,16.375,4.3,110.0,16.0,77.4,989.7,27954000
2021-09-24,13.2,24.7,1.8,2.7,320.0,14.8,83.1,999.1,138487000
2021-09-25,13.8,24.4,1.4,3.9,320.0,15.6,87.4,999.7,240824600
2021-09-27,12.7,24.2,0.6,2.7,320.0,15.0,82.8,992.9,422648000
2021-09-28,14.7,23.3,0.0,2.2,320.0,16.9,87.3,990.0,268113600
2021-09-29,17.9,20.3,19.7,3.6,160.0,18.6,98.6,985.0,273177100
2021-09-30,13.6,26.6,13.26666667,2.3,320.0,16.6,86.6,984.9,191933500
2021-10-01,13.7,26.5,6.833333333,6.6,320.0,16.0,85.0,985.2,227637100
2021-10-02,13.5,25.9,0.4,7.6,290.0,13.9,79.1,990.0,124950800
2021-10-04,12.4,26.7,0.5,2.6,320.0,16.7,86.9,997.0,457300100
2021-10-05,14.7,27.5,0.55,6.7,320.0,16.1,79.8,996.8,375753800
2021-10-06,16.1,21.4,0.6,2.3,290.0,18.1,97.0,996.6,414401500
2021-10-07,15.9,23.0,0.7,5.4,320.0,16.8,90.1,993.2,326644300
2021-10-08,15.2,20.8,0.8,1.9,320.0,17.8,97.8,997.3,343964100
2021-10-09,17.6,25.6,0.0,2.8,140.0,18.9,91.9,998.7,135243500
2021-10-11,13.0,19.5,15.6,9.6,290.0,13.9,95.3,996.5,446932100
2021-10-12,13.2,15.1,5.3,1.8,290.0,13.8,99.4,1001.8,308779100
2021-10-13,13.7,21.8,6.866666667,2.9,320.0,14.1,85.4,1000.6,163666000
2021-10-14,14.1,23.2,8.433333333,6.5,320.0,13.8,82.6,995.1,354614600
2021-10-15,14.0,19.8,10.0,1.6,160.0,15.4,94.8,993.6,445253600
2021-10-16,5.2,16.3,10.7,7.9,290.0,5.2,64.3,995.2,312529600
2021-10-18,-1.6,15.8,3.566666667,3.1,320.0,1.7,75.3,998.6,690171200
2021-10-19,4.5,15.5,0.0,6.2,320.0,5.0,77.8,994.1,437909100
2021-10-20,0.5,15.4,0.0333333333,3.0,320.0,3.2,80.0,996.2,428215700
2021-10-21,1.1,16.7,0.0666666667,2.9,320.0,3.7,80.3,994.6,442702100
2021-10-22,1.5,16.3,0.1,5.9,290.0,4.4,82.6,996.7,447842100
2021-10-23,0.0,17.7,1.435294118,3.5,320.0,2.4,76.0,1003.3,257799500
2021-10-25,0.5,18.3,4.105882353,6.6,320.0,2.7,72.3,997.7,491305800
2021-10-26,0.5,18.1,5.441176471,4.9,320.0,4.7,76.5,995.3,473113200
2021-10-27,6.3,18.6,6.776470588,6.9,290.0,5.2,67.9,994.1,426468800
2021-10-28,0.9,19.5,8.111764706,2.9,320.0,4.1,73.0,998.7,378262500
2021-10-29,2.8,17.7,9.447058824,3.2,320.0,5.4,76.4,1001.0,348891300
2021-10-30,4.1,16.8,10.78235294,2.6,320.0,5.8,81.6,998.9,254317000
2021-11-01,4.5,16.9,13.45294118,7.4,320.0,6.4,77.8,997.1,416767900
2021-11-02,3.1,16.8,14.78823529,5.8,290.0,5.5,76.5,995.0,333867600
2021-11-03,5.6,17.3,16.12352941,5.2,290.0,5.4,73.1,992.9,300316400
2021-11-04,3.0,18.0,17.45882353,5.8,320.0,5.2,78.3,993.9,249988400
2021-11-05,1.7,19.4,18.79411765,3.0,320.0,4.3,75.5,995.8,276651600
2021-11-06,2.8,19.9,20.12941176,2.8,320.0,6.1,78.4,995.9,179570500
2021-11-08,5.6,13.0,22.8,9.2,320.0,6.2,81.5,985.6,286971000
2021-11-09,3.5,9.8,2.9,6.9,290.0,2.6,81.8,983.7,252401800
2021-11-10,2.5,6.6,0.3,8.5,290.0,-0.5,68.4,980.6,327593400
2021-11-11,3.1,9.6,0.3,8.6,290.0,-1.4,62.8,984.0,231719300
2021-11-12,2.4,8.1,0.15,9.1,290.0,-4.3,52.1,989.6,267994300
2021-11-13,-1.4,12.2,0.0,7.9,290.0,0.1,69.0,992.2,96088900
2021-11-15,1.5,15.5,0.0222222222,5.3,290.0,1.1,65.3,995.2,199937400
2021-11-16,-0.4,14.3,0.0333333333,5.4,290.0,-0.5,66.0,997.5,257381800
2021-11-17,-2.8,13.0,0.0444444444,5.2,320.0,-1.9,64.3,997.1,229757900
2021-11-18,0.6,15.6,0.0555555556,4.9,320.0,2.9,74.3,992.5,227341000
2021-11-19,6.1,16.4,0.0666666667,6.5,290.0,6.8,81.5,992.1,219279300
2021-11-20,1.5,16.0,0.0777777778,2.9,320.0,4.9,84.5,994.9,130744100
2021-11-22,0.2,9.0,0.1,12.0,290.0,-4.2,56.9,986.9,270236300
2021-11-23,-1.6,2.4,0.0666666667,11.2,268.88,-7.2,56.5,989.1,141961900
2021-11-24,0.3,7.9,0.0333333333,9.9,290.0,-3.2,60.0,990.1,98762700
2021-11-25,0.9,11.3,0.0,9.3,290.0,-0.7,63.1,990.9,132263100
2021-11-26,1.6,8.6,0.0,7.2,290.0,-5.5,48.5,998.7,129368800
2021-11-27,-3.7,9.9,5.325,4.8,320.0,-5.1,62.3,1006.9,68620000
2021-11-29,-5.6,11.7,15.975,2.7,320.0,-4.1,66.1,1000.5,116428500
2021-11-30,-1.8,7.7,21.3,9.4,320.0,0.7,86.8,985.1,79729000
2021-12-10,-1.4,10.2,0.463636364,6.9,320.0,3.0,86.3,998.7,204788408
2021-12-11,2.3,11.4,0.372727273,9.0,320.0,3.1,76.4,998.4,59359000
2021-12-13,-7.9,2.4,0.190909091,7.5,290.0,-13.4,44.6,999.1,262179600
2021-12-14,-7.7,6.5,0.1,7.9,160.0,-5.1,66.3,994.8,149486600
2021-12-15,0.3,8.0,0.2,3.9,320.0,2.4,89.0,994.2,181734900
2021-12-16,-0.7,10.6,0.325,7.3,290.0,-1.1,65.1,991.3,192032694
2021-12-17,-9.7,6.6,0.45,12.3,290.0,-14.9,40.4,993.0,172361600
2021-12-18,-12.3,-0.1,0.575,11.1,290.0,-14.5,51.4,997.5,41793400
2021-12-20,-2.8,9.5,0.66,4.2,320.0,-2.1,66.4,991.2,165057600
2021-12-21,2.5,11.5,0.62,9.0,290.0,0.5,67.0,989.8,189261500
2021-12-22,-5.2,9.0,0.58,6.6,140.0,-6.0,57.6,995.6,185742300
2021-12-23,-7.4,8.2,0.54,4.9,320.0,-6.1,65.9,997.5,192846100
2021-12-24,-3.9,7.8,0.5,7.9,320.0,-3.7,72.0,994.4,109630300
2021-12-25,-11.5,-0.9,0.46,10.1,290.0,-18.4,44.5,1000.0,36346000
2021-12-27,-11.6,-1.5,0.38,10.2,290.0,-14.3,51.9,1001.3,115227100
2021-12-28,-9.3,3.9,0.34,7.9,320.0,-7.3,61.8,999.9,92203400
2021-12-29,-3.7,5.2,0.3,10.2,320.0,-3.2,72.8,992.3,101223500
2021-12-30,-5.3,0.5,0.225,10.2,290.0,-12.4,48.4,995.3,118935300
2021-12-31,-7.8,-2.3,0.15,9.5,290.0,-19.5,33.1,1000.9,35340300
2022-01-03,-12.1,1.2,0.0,9.3,290.0,-11.0,60.5,997.8,162715800
2022-01-04,-7.7,4.0,0.0,7.5,290.0,-11.2,46.5,998.7,392264300
2022-01-05,-11.1,4.6,0.0,2.5,320.0,-8.5,63.6,1000.3,374856400
2022-01-06,-5.9,4.9,0.0,7.9,320.0,-10.6,48.0,999.7,335802100
2022-01-07,-11.6,5.6,0.0,6.1,320.0,-13.2,49.9,1001.7,382507900
2022-01-08,-10.9,4.1,0.0,9.1,320.0,-8.1,61.1,996.6,215944900
2022-01-10,-8.5,6.3,0.0,8.3,320.0,-6.3,68.4,992.8,588233500
2022-01-11,-8.1,0.5,0.0,9.0,290.0,-13.2,51.4,989.9,319931900
2022-01-12,-10.7,-2.4,0.0,9.1,290.0,-16.8,45.5,993.3,424809100
2022-01-13,-8.1,-2.6,0.0,10.3,290.0,-17.4,39.5,991.3,443678800
2022-01-14,-12.6,1.2,0.0,8.7,140.0,-17.0,42.9,997.1,669252900
2022-01-15,-10.7,5.2,0.0,5.7,160.0,-9.6,56.5,995.5,467646300
2022-01-17,-7.6,0.2,0.0,9.9,290.0,-13.1,51.0,997.7,1110770100
2022-01-18,-9.2,0.3,0.0,7.2,290.0,-16.7,39.9,999.4,736312100
2022-01-19,-11.4,0.7,0.0,7.6,160.0,-12.2,57.8,996.3,599861500
2022-01-20,-7.8,3.6,0.183333333,7.2,320.0,-12.3,51.4,999.9,708156800
2022-01-21,-12.5,4.8,0.366666667,3.6,320.0,-13.8,55.3,1003.2,720347700
2022-01-22,-9.5,6.8,0.55,2.5,320.0,-6.9,65.0,999.7,446726400
2022-01-24,-3.3,5.3,0.916666667,4.1,320.0,-4.0,69.5,996.5,743086700
